Feature1,Feature2,Feature3,Target
1.1236203565420875,0.09428755706020275,1.9260949384628634,0.08647249049980593
2.8521429192297485,1.909231233791341,0.2524198949851465,8.13490874564317
2.1959818254342154,0.94306794322898,0.4848861422838413,5.653491012836357
1.7959754525911098,1.5257120734941083,2.695662565581238,2.7725077411894987
0.46805592132730955,2.722699421778279,1.8192871789787697,2.431987843215993
0.46798356100860794,0.7478766874466248,0.027591154849888944,2.061963630321172
0.17425083650459838,1.2311487691068892,0.3044146285980963,1.6975699793981376
2.5985284373248057,2.266653415629146,1.9905053073241674,6.378917296263574
1.8033450352296265,0.6863944964748674,0.01518475153865606,4.459555965638626
2.1242177333881367,0.23093972948637898,0.48242415425249596,3.992988787609467
0.06175348288740734,0.8692543587413041,1.6462013680997583,-0.44705568203684753
2.909729556485983,0.48366386176201326,2.07568559307808,4.227283232755315
2.497327922401265,2.7890929570277194,1.9558837785078016,6.591175464723592
0.6370173320348285,2.424361138693251,0.6728079283816794,4.0363066108833285
0.5454749016213019,1.9002112695312703,2.1365376640426077,1.2824324484561884
0.5502135295603015,2.614381770563153,0.7117472624904002,4.03723715346211
0.9127267288786132,2.4110162306973435,0.9761990944778032,4.6236297384860965
1.5742692948967134,0.5597101766581075,2.2394742153540723,1.3817311385478928
1.2958350559263474,2.677676995469933,1.948898697141644,4.017330377620612
0.8736874205941257,1.6180267257469523,2.5476702314825337,1.3007830414405945
1.8355586841671383,2.4223204654921875,1.9728386769010302,5.361622893693848
0.4184815819561255,2.6882738997704796,1.7049258100064149,3.0299560936705023
0.8764339456056545,0.9540104249155916,0.2810243034842774,2.5427803712127606
1.099085529881075,0.3301557735830303,1.1031474091783005,1.272781014549485
1.3682099526511078,0.683805487625825,0.7956071030451763,3.060781842924066
2.3555278841790406,1.281323365878769,0.7319689301372507,5.613144207887777
0.5990213464750792,2.4540442977674792,2.9190316642573366,1.465035028121819
1.5427033152408347,2.5821917497690303,1.1792931740002812,5.6984692570207445
1.7772437065861273,0.02085639159357211,2.67613966553134,0.18901830760938843
0.13935123815999317,1.5322419077326972,1.8934158779917887,0.29306121311652605
1.822634555704315,1.252233009446337,2.3844339106249453,2.014044464814387
0.5115723710618746,0.6663234314121907,1.5079112793155764,0.008258825796485764
0.19515477895583855,0.3595961020010484,1.7307116538790774,-1.1976639040202752
2.84665661176,1.0128455142108839,1.4775530814565916,5.189961160695446
2.896896099223678,2.8287291117375575,0.5857289633941335,9.660493370767059
2.4251920443493833,0.9696087960622657,2.167356345784516,3.41794139225862
0.9138413075201121,1.5563718652300982,0.8423170873225674,3.063451010758894
0.2930163420191516,2.1090568766855338,0.07294789929436152,3.688228635370588
2.052699079536471,1.090888807137882,1.9364168877215033,3.706285762327184
1.320457481218804,2.915346248162882,0.5313320382211468,6.089163458580667
0.3661147045343365,2.8873418848263337,2.821375753058743,1.9102240830686739
1.4855307303338106,0.7553468874760925,2.861785731007762,0.6719855268763629
0.10316556334565519,1.4917455176771564,2.7445931706613456,-1.0458641317961597
2.7279612062363463,0.902634929450309,1.1104761007663333,5.56972418058121
0.7763399448000508,0.8545214831324028,0.046369849586602285,2.818630233909477
1.987566853061946,0.11066084206359839,2.7849556877631763,0.679134768471719
0.9351332282682329,1.8286930019396905,1.284552444951943,3.0858034425016734
1.5602040635334324,1.5080370696865844,2.899964457131009,1.8254436636671794
1.640130838029839,0.15443625374996806,2.8908599312677588,0.06558760821356951
0.5545633665765811,0.8359393927098343,2.5590283664020803,-0.5753720825603734
2.9087538832936755,2.724797657899961,0.8833466762087571,9.161891605215853
2.3253984700833437,0.7186856720009173,1.1552931858057758,4.094910525435762
2.8184968246925672,0.4346846162736693,2.553410014550571,3.651535231266207
2.6844820512829464,1.468358280832689,0.950766015468833,6.040164745347826
1.7936999364332555,2.956951362331802,0.5084782400582775,7.382296009287164
2.7656227050693505,0.7261658145345012,1.6704037873750504,4.733673028387308
0.2654775061557585,2.0164066422176354,2.808464322482343,0.24160616220616504
0.5879485872574356,2.284858845986153,2.088089390024919,1.9729382715000792
0.1356818667316142,0.712912631977199,1.710183510268095,-0.7531119809641418
0.975990992289793,2.1846490458355787,0.2915294813123056,4.780519988826421
1.166031869068446,1.1033493981577598,1.8450216800975092,1.6551888678676783
0.8140470953216877,1.8969174917807385,2.97016155031279,1.0791969873433405
2.486212527455788,1.900589132282684,0.4202520457095721,7.390409395677125
1.0702599800807677,1.6073240522242753,1.55498895709121,2.546937370936366
0.8428035290621423,0.2708693101632249,2.632119215783866,-0.8867120604848674
1.6280882494747453,2.505907486767714,2.2223058532626134,4.4097306093612465
0.42277267492428794,0.9623401949152075,2.0910472229858037,-0.057628601593785134
2.406590942262119,0.5595555311995627,2.1074522519613277,3.2494982473547114
0.22365193103931247,0.12232542466429175,1.0784734536592655,-0.8291751475004705
2.960660809801552,1.7726788295647253,0.8807755327934801,7.411373016558622
2.3167343078899725,2.032693085526847,2.428083466435541,4.918266805372219
0.5961470446025172,0.049763486783568456,2.4303401840375423,-1.5273948483779707
0.016566351370807197,1.5362791748978428,2.601216955740311,-0.7880892005928238
2.4463842853645024,0.6794873255938139,2.739721657669414,2.6477990465781853
2.120572031542851,1.9355183712283495,1.5340271965828134,5.559121963186536
2.1870215041229617,0.5230992870149743,1.5045488840615988,3.2349190001273005
2.3138110400578373,2.0728132143073976,2.3948855369003255,4.9723987335303885
0.22213395520227108,1.1602060389016122,1.9498917923332955,-0.19573171252977273
1.0753971856328177,2.8101899662102037,2.10590063177311,3.7954623218077654
0.34760717857538914,0.41256283243797975,2.3873780083083034,-1.331039633764778
2.5893102776267805,1.0231990531507755,2.670016025452699,3.6744831742340915
1.8698943804826738,0.3404205637217672,1.0139854705546074,3.196338969082597
0.9926940745579476,2.774080854835688,1.1267488579198321,5.055506563296495
0.1906750508580709,2.632018060142943,0.281945819522607,3.9952429768299793
0.9329469651469866,0.7738248831454668,1.734840422988522,1.0812133416849399
0.9755499660802411,1.9799521381025371,0.10782682139022626,4.7295826023273255
2.1888185350141924,2.4516666006036476,1.3967940543973805,6.443817376154687
1.9126724140656393,1.6656024347983869,1.6279339041227299,4.344199184508046
2.6616382277289796,1.5889517350680196,0.8596237563848532,6.694554743396709
1.4166447754858478,0.725556872701355,1.7724997817070323,1.9136565270626724
0.3587827378149051,0.27930830341769763,0.09150074981714829,0.8630828943290842
2.1397343616689852,2.69164727385998,0.11204456624764325,8.600963609767861
2.2823551458506923,2.7012541714899916,2.4678016819789748,5.454026054261662
1.6838315927084886,1.8993043718198037,1.0805719242337886,4.67709571150859
2.3129015398636827,1.017089373146102,0.38118153795565435,5.925641468599746
1.4813867890931722,1.0476287238379827,1.566729780164413,2.81247346653861
1.568198488145982,2.177867036610718,2.3099806592958325,3.756044703463474
1.282623055075649,2.691330779857731,0.6474630824905295,5.950955682802116
0.07625738023228557,2.661259272795352,1.8686714274570009,1.8995486021398154
0.32367428097991335,2.339626637572872,0.256042394981304,3.670086770044403
